aggregate_type,origin,production_process,ambient_temp_c,ambient_humidity_pct,material_density,coarse_aggregate_pct,sand_pct,sand_rate,particle_shape_index,crushing_value_pct,flaky_particle_pct,mud_content_pct,clay_lump_pct,water_binder_ratio,cement_content,fly_ash_content,slag_powder_content,total_binder,mix_ratio,water_content,admixture_content,mix_design_accuracy_pct,concrete_strength_mpa,quality_pass,quality_pass_rate_pct,pavement_performance_score,structural_strength_mpa
花岗岩,产地A,破碎工艺,25.008095156784705,44.320117344397325,2.8065559662337574,65.86817357367066,34.13182642632934,0.3851831097661221,1.0,14.043278215577434,11.450512925352818,2.297496721037749,0.8790295444558571,0.4324157835513813,399.26446165555114,65.28646440768667,43.97404253507061,508.5249685983084,0.7851422964659504,219.8942227518791,7.717294660148223,95.23763130866807,50.9477222067054,1,120.0,89.79485398038804,52.82304225689679
砂岩,产地A,筛分工艺,27.073864453943955,45.07537729994007,2.694242129140058,68.03885194327988,31.96114805672012,0.33398723132143543,1.0,16.430407934420543,8.23089522444792,1.8793600911053938,0.5533460552798974,0.4866778055359105,315.1824774446162,48.117156067930566,32.148086082890224,395.44771959543704,0.7970269186709783,192.45562837688738,5.786674248342148,95.92504647335286,42.29478132481396,1,120.0,87.66942362758894,44.64327954780652
玄武岩,产地D,水洗工艺,33.02169554154298,49.986853458020335,2.8025623471634735,78.39089961062434,21.609100389375655,0.25,1.0,9.863606760741607,8.760749578753055,0.5083850142969528,0.0,0.46952048505142396,367.9950278839126,57.442516173264764,38.481949281399665,463.919493338577,0.7932303625261615,217.81970553713953,6.868233064730856,96.99551839571976,56.87950160930353,1,120.0,90.58468533513509,55.68795810035355
花岗岩,产地A,破碎工艺,23.57452871478993,50.77811094568372,2.765309779104909,69.6351528405936,30.364847159406395,0.32334959000564245,1.0,14.32705347649045,8.307965414866988,1.2746017820336326,0.4847237473248303,0.40905631890784155,253.5245155229164,42.63996786618948,28.810919455605653,324.97540284471154,0.7801344757284978,132.9332420232506,5.007687935239368,97.08641241222277,57.39866727206522,1,120.0,92.44503011810795,57.630786190649104
花岗岩,产地B,水洗工艺,25.69322591855042,50.4538189804994,2.7650342831103982,69.09133231192047,30.908667688079532,0.358538274969734,1.0,17.921843115835557,6.767996258749616,0.2,0.0,0.40317812881030834,290.0647884161025,49.12664137855318,33.21917117871361,372.4106009733693,0.7788843487751432,150.14780924956543,5.760528626485047,91.70611783322694,58.97544180172423,1,120.0,100.0,57.10468600177156
花岗岩,产地B,破碎工艺,19.56936850409295,65.18218950445412,2.7563786549534566,65.29309256930367,34.70690743069633,0.3411432705271215,0.8215792515360762,19.720719130941447,10.571242548800072,1.5671819051751426,0.43327911799293983,0.3709996481426947,373.4351483624705,65.64992536129931,44.569504666443606,483.65457839021343,0.7721112650383769,179.43567840537253,7.6369074945554365,94.45414070035267,38.818392392134975,1,120.0,85.31786129774912,42.83006402244442
花岗岩,产地B,干法工艺,20.658695192008338,54.93810938914664,2.6722703497758364,60.52709424763849,39.47290575236151,0.4076492697191297,1.0,14.887254582476245,9.529183251625293,1.5325444480290045,0.5602987975078759,0.4184200303731755,314.954590830861,52.38198581539126,35.349556976157686,402.6861336224099,0.7821341847499201,168.49194426114536,6.167460163025539,99.11675299660148,44.20362550455173,1,120.0,82.38394744127636,44.25548697367423
石灰岩,产地D,干法工艺,25.489066465466536,58.2048542512752,2.604480159812202,69.19980663210328,30.800193367896725,0.29943902705911113,1.0,16.08024202352871,10.732161447803131,2.2201379093152096,0.6696351197816973,0.3815456826779358,308.00185648139006,53.4971084008948,36.272808094653726,397.7717729769386,0.774318032112467,151.76810267049896,6.238868546345313,94.9252481243371,33.36897515128579,1,111.22991717095263,80.56449769004907,32.18295897362509
石灰岩,产地A,破碎工艺,30.519667733509536,68.94232774500935,2.744053109369033,71.62742556162308,28.372574438376915,0.27506493629141204,1.0,21.193467992114268,8.345206641466142,2.61962538298942,0.8534443567219772,0.5276068788941852,419.7930848726049,60.65112735995184,40.240931959056326,520.6851441916131,0.8062321146579905,274.7170638135058,7.406189673601396,93.09239550374546,36.305345813252856,1,120.0,87.84493663301012,34.56229426236195
花岗岩,产地C,破碎工艺,23.71859587874214,52.33677475218574,2.757029477090612,75.49792232163834,24.50207767836166,0.27885354188471634,1.0,17.834478073891475,9.48651207902598,1.0990839477154188,0.6298827588276006,0.3779090087414707,460.54796056364376,80.32794549000842,54.48910961046078,595.365015664113,0.7735556313296564,224.9938029089751,9.359679776360453,94.48746599118431,50.27404944860189,1,120.0,89.2445056928654,49.45704263451297
石灰岩,产地D,筛分工艺,23.82041735343938,57.35454101295278,2.6509541584694007,58.75751732750172,41.24248267249828,0.3887934951429345,1.0,13.638604707540338,6.024929716492707,1.4269287417710543,0.45843170007616374,0.4597827569889761,396.85069684097414,62.71965270893565,42.07910582118956,501.64945537109935,0.7910916529300337,230.6497696325424,7.4756666834110135,94.5902988141323,39.338157093919314,1,120.0,85.3497841234918,38.8002565377835
花岗岩,产地C,破碎工艺,22.965573777478127,63.65759986092915,2.711224550968025,64.37451836488485,35.62548163511515,0.350657400100907,0.9061764952198232,13.03080413766138,9.838653498447124,1.676495488823372,0.6784180216778695,0.4543443122661066,295.4059714132468,47.00828826910114,31.563641559160274,373.9779012415082,0.7899022119557778,169.914732342295,5.59342175078646,93.05315162285352,42.21431371320312,1,120.0,88.02780793980547,41.901021153023756
花岗岩,产地D,水洗工艺,22.326216645778384,40.584321993797786,2.6871951381997183,67.09629454721775,32.90370545278225,0.2942230424002158,1.0,17.997697003364625,7.960889873127359,0.2,0.0,0.525653395830793,438.175966640885,63.47825469297696,42.13149143672166,543.7857127705836,0.8057879351194833,285.84280652212544,7.745393333805125,96.51061409370351,37.30709282083461,1,120.0,87.13430920667926,38.70756447462374
石灰岩,产地A,水洗工艺,26.474857278544107,36.150944910494175,2.763462783594931,69.98259575713399,30.017404242866007,0.31219263164379824,1.0,11.332260773913502,3.0,0.7445699225798955,0.0,0.5371494631166697,271.9283870175809,38.768859335860114,25.677539664175328,336.3747860176163,0.8084089483548262,180.68353571534723,4.752472970190046,95.83925522715816,52.16568188193718,1,120.0,96.88875097711039,50.15245424298588
石灰岩,产地B,水洗工艺,17.513711774106778,63.461173287977225,2.6451341426821164,69.27483154235789,30.725168457642113,0.32569106100509027,1.0,18.8118388271954,8.99307242550799,0.6115318207205115,0.0,0.5056775954625062,334.7754272962337,49.83617020503991,33.19243481257702,417.80403231385066,0.8012738063876641,211.27413843500725,6.0344372457700155,92.280574933089,38.83485638837338,1,120.0,83.6349377339103,35.14015310415123
玄武岩,产地A,水洗工艺,31.40469788333364,64.92014280566899,2.7947041019396606,69.39155657156365,30.608443428436345,0.3095897546943162,1.0,15.055858871856422,3.748115241774199,0.6926301597412019,0.13988725716405165,0.4782342674632104,352.73888834936866,54.446357312232664,36.425531879807394,443.61077754140877,0.7951540093419898,212.1498752363008,6.528911409694463,95.00687820444405,59.8869828262889,1,120.0,99.55809784108249,59.35608520641284
花岗岩,产地C,筛分工艺,21.672888509352696,80.64220134852411,2.738166734033877,72.04048029284972,27.959519707150278,0.28133123408621585,1.0,16.171494951742453,6.194425690436153,2.6793575426730603,0.7454526435570662,0.3661083083124754,446.2018921919374,78.87882906474121,53.58159814615669,578.6623194028354,0.7710920120950787,211.85308284074534,9.165384399947836,93.3836158452359,52.05308263557795,1,120.0,96.91356501443654,52.23799737833215
石灰岩,产地D,破碎工艺,28.609517427190706,61.5809487586681,2.693085850812856,65.48353444610446,34.51646555389554,0.33978383370119375,1.0,14.29894008143128,12.52245459586797,2.05996399422886,0.5515709028115552,0.36449039298093944,395.63295687758625,70.06735683369207,47.605105664299224,513.3054193755776,0.7707554643760887,187.09489402745018,8.13850673754926,91.2954962226399,42.21618108379732,1,120.0,84.19724214855894,40.467191877942135
石灰岩,产地A,水洗工艺,18.65000701303062,68.19739717258095,2.7485706178836176,74.67070721116848,25.329292788831523,0.29649457813628755,1.0,12.624819408424596,6.9131663465487225,0.5666087392428005,0.12259884325725995,0.3823447344188041,326.81211526002403,56.71205053221771,38.448886458412986,421.9730522506547,0.774485748596798,161.33917459466872,6.615082772941078,91.86623717222005,65.54232756442717,1,120.0,97.60435174499821,64.1284767182732
花岗岩,产地C,筛分工艺,28.34420065273109,58.04527356414026,2.665237068966644,72.1672622084974,27.832737791502595,0.2955625961818304,1.0,19.733607802938526,7.852874551694102,2.066491546143874,0.5680047904656029,0.5101536799702332,302.7521864610125,44.798018206829184,29.814111324359228,377.3643159922009,0.8022809090069597,192.5137944928712,5.433466216919205,92.3779480977318,32.42780392191988,1,108.09267973973293,85.4776826023818,36.00049164104759
石灰岩,产地A,水洗工艺,28.359723039072488,62.972272215850865,2.6406223416612478,68.40083867935961,31.59916132064039,0.32425671799180367,0.9600020909725148,14.853564741727098,4.43563620110354,1.2591586454462893,0.15049584606544736,0.4558663942600509,400.1096326901627,63.5481010599051,42.659705386301795,506.31743913636956,0.7902347455632448,230.81310533007957,7.565059009858411,95.27565027833013,50.63283433454434,1,120.0,98.3349393851369,47.114184919001126
花岗岩,产地C,破碎工艺,26.921010360029484,76.67256841749534,2.7589454909034568,78.00453995944457,21.99546004055543,0.25,1.0,13.17773986124385,7.617100673835036,2.314959467199566,0.9919251556687994,0.519492579258845,323.33205213898225,47.23929269019852,31.38781886591161,401.95916369509234,0.8043902996679708,208.8148027046918,5.750055665007383,93.9111197053447,36.18273579325368,1,120.0,90.12783221040678,36.42557126121921
花岗岩,产地B,破碎工艺,20.02785739100104,38.76007181874364,2.7667831176310416,77.78208017785883,22.21791982214117,0.25,1.0,14.09175762005016,11.54859720518263,2.132195517536511,0.5736851191227961,0.5302242187456067,360.8370043932488,51.944347348529114,34.44779795648123,447.2291496982591,0.8068280089450828,237.1317264990214,6.349651154125839,92.81352193307752,36.023564979273914,1,120.0,80.6139493877208,35.39827949782212
砂岩,产地D,干法工艺,26.247740947990387,64.13616257571681,2.5472414108023123,74.66447677596905,25.33552322403095,0.26574221814900345,1.0,17.106652290130707,7.58550585501966,1.668577800885726,0.42494473612502526,0.39192384797606017,281.5111755370442,48.31160525131255,32.714814244271366,362.53759503262813,0.7765020218433026,142.0871292811742,5.648611810324507,94.01798252973522,39.49411402178483,1,120.0,84.63218333489192,33.10838955184488
砂岩,产地C,破碎工艺,19.084719076328057,81.35586730077367,2.630781394199724,54.90721614716104,45.09278385283896,0.44121547845327497,1.0,12.599710677844417,9.356269282401684,2.1726297998279054,0.7058191257009795,0.45256594620457496,378.46289276121,60.35983975714298,40.53909365834212,479.3618261766951,0.7895140415743217,216.942838438009,7.178127226065464,96.9169806895168,39.37368641712371,1,120.0,81.42122156795136,36.91750851177973
玄武岩,产地B,干法工艺,23.736183724519073,62.82034219209343,2.7593729691044455,77.89472546358988,22.10527453641012,0.25,1.0,12.71165582633481,9.631037656587196,1.7847137770703483,0.5613884491376623,0.4489605057053128,374.43475728737394,59.98740572476639,40.31011982748262,474.73228283962294,0.7887282386773512,213.13604577831472,7.1259190575895,96.14663844498399,44.42022400604837,1,120.0,87.248750147975,46.98421482275446
花岗岩,产地A,干法工艺,30.14706550477663,76.50572963232848,2.802622869344472,73.97379261235967,26.026207387640326,0.2753939443805009,0.9067980685215271,12.119675084837109,5.387058562538586,1.4884968211069538,0.4071745181203208,0.4237769848300628,287.9189969170914,47.57706035150863,32.083807802167826,367.5798650707679,0.7832828298733396,155.77188690393135,5.610088499840661,97.15792161291114,57.44746222504443,1,120.0,91.37582572209566,54.852690984001406
花岗岩,产地A,水洗工艺,28.98350963535371,53.707878504705576,2.8389914320377523,80.03204318856469,19.967956811435315,0.25,1.0,16.145926593443022,6.343513105583755,0.3530479778622554,0.0,0.4072125716380231,401.581155643582,67.68950988869705,45.74736797097802,515.0180335032571,0.7797419304173594,209.72181786281888,7.945633474685325,94.51420963902852,68.92773633944884,1,120.0,99.21221129181006,66.63519277193146
玄武岩,产地A,水洗工艺,25.075914712702165,59.67952505836286,2.7612445502528216,76.18732295866769,23.812677041332307,0.28408557428402575,1.0,11.729666793472118,6.279591901071276,1.3857350714928656,0.41671995389105276,0.5447804402728845,377.7372904121391,53.27754512739246,35.236442715392606,466.25127825492416,0.810158187288894,254.00457664551277,6.5518541595158934,97.80810091507891,48.30618811244314,1,120.0,92.61668750017309,48.508319844978075
石灰岩,产地A,水洗工艺,20.12596712038579,60.33524702388588,2.7784259492736276,77.89171338748643,22.108286612513567,0.25400453094937275,1.0,8.948436933989562,6.102498801905378,1.7073305181700191,0.3884977678614772,0.4541577381372401,387.0012126390049,61.59838408205131,41.361272903550926,489.96086962460714,0.7898614698261787,222.51952032446675,7.329041754435172,96.10388973515546,56.33931961318718,1,120.0,95.78834263605908,50.72628217310858
花岗岩,产地D,干法工艺,28.227938560870967,37.824089206412296,2.68059761883835,74.3932742509019,25.606725749098104,0.2700923702798484,1.0,9.29274012289804,7.060140642053243,2.274339849083213,0.7908188291458828,0.45105158308478144,331.0660653624935,52.90094176314288,35.537380505326,419.50438763096236,0.7891837966990037,189.21811815195738,6.288154377284192,94.45756830596443,44.5150815413529,1,120.0,82.79530653414875,44.10808646514789
石灰岩,产地C,破碎工艺,25.096906188490127,48.318221721498,2.6628464533171043,76.74346599322756,23.25653400677244,0.25,0.9628262970993029,10.960395062801808,9.026057370487823,1.2215535388307062,0.4527435439933583,0.3857777860105124,358.9478205643221,62.04213603895995,42.044754272165946,463.034710875448,0.775207154309595,178.62850560754805,7.242891805995755,94.91971725103384,46.46525415470987,1,120.0,92.55873825792722,41.835451544304
花岗岩,产地B,筛分工艺,13.398422008847884,49.03124920616014,2.841691641932992,79.9706187036722,20.0293812963278,0.25,1.0,17.667698189214416,4.13481346274531,0.9803837247691152,0.37306061231664817,0.5040169944330803,353.16894344326624,52.69160598054024,35.104092692364354,440.96464211617086,0.8009008199578617,222.25367357065136,6.376273785558818,92.46818225027889,50.85364125068905,1,120.0,89.59842563251667,50.122583020721024
砂岩,产地A,水洗工艺,28.913149131582593,68.22066078032528,2.581135225536395,71.08277369189103,28.917226308108965,0.3155488039526803,1.0,16.237267543088205,8.059653924400639,0.2,0.0032901661109590585,0.3695913999329588,342.5914797622885,60.3240970184825,40.96067926683327,443.8762560476043,0.7718175394485319,164.05284686963455,7.015058524231937,93.94263142407671,56.650941736636,1,120.0,90.91284213448068,52.14516398453912
花岗岩,产地D,筛分工艺,24.87883583065154,68.72153105684055,2.7028332412073777,62.13884727960935,37.86115272039065,0.35690805363719164,1.0,16.47541484834783,5.64953541092964,1.954409031508146,0.5366928079979103,0.48639244230757456,358.5251639082923,54.75450495665753,36.58431416863949,449.8639830335893,0.7969634765838164,218.81044141392078,6.5842432550157834,95.98084142029654,44.69903783551145,1,120.0,85.30798475699754,45.44629979440464
玄武岩,产地C,筛分工艺,31.01225623991536,63.24036442706533,2.767110369644278,68.4626954999243,31.537304500075706,0.3307491981270962,1.0,15.938359484921211,8.601937394113115,0.4280413480918215,0.20489600407934466,0.488578348804413,412.82214868981913,62.86634442110244,41.9894814572041,517.6779745681257,0.7974497061309537,252.92625002690775,7.565458003809374,96.32480405880781,41.92691215510562,1,120.0,84.17863736480422,43.97817171457166
花岗岩,产地A,筛分工艺,19.523647405785976,68.24102896855706,2.8578622273865513,71.94972799691719,28.05027200308281,0.25,1.0,13.58992948131145,5.761578779885939,1.5880095063758202,0.5960070832535351,0.4169987960541145,403.7475319351963,67.26443603843967,45.40148287963981,516.4134508532758,0.7818300070768485,215.34378727196662,7.916624418919211,94.258813550263,56.85255367743157,1,120.0,92.35506831277532,58.923570136807655
石灰岩,产地C,水洗工艺,9.116480934019997,58.35850587278226,2.621425219980588,70.37443792185779,29.62556207814221,0.28451265293471356,1.0,15.561403910240198,4.775972921254986,1.3871347033083792,0.42062014563093975,0.4754121664946544,290.90696612655717,45.06659932871658,30.163612419955466,366.1371778752292,0.7945299841298589,174.06606896790137,5.399014278887956,100.0,39.26745968889957,1,120.0,84.12844306025559,36.68679442282341
石灰岩,产地B,干法工艺,26.395419291725926,72.01931669539543,2.633266445316157,63.76719016920287,36.23280983079713,0.3951460178509768,1.0,18.800914836292854,7.858040009122374,2.311412582318408,0.9382128726756986,0.464853564723559,399.270090845347,62.69709770794499,42.031947145391904,503.99913569868386,0.7922039197385664,234.2857948471259,7.485125197653076,94.96806846514666,34.778870424493405,1,115.92956808164467,75.56759905249118,31.516576964263592
花岗岩,产地A,破碎工艺,26.457818383409865,60.08788442632072,2.847796791116538,61.84466187402511,38.15533812597489,0.3742760225871621,1.0,13.960019831772545,8.439301646144363,1.7463315189764537,0.6308854353911122,0.44685115001518805,409.5571686374018,65.78707379883298,44.220840741157225,519.565083177392,0.7882692311283919,232.16825492555446,7.809836572703599,92.05306957150754,51.27925667785379,1,120.0,91.30975969201616,51.43623555261489
砂岩,产地B,干法工艺,16.546641861967743,60.578640474267566,2.6791774551290803,66.29418665682586,33.70581334317414,0.35505373178407845,1.0,19.40551788649944,10.122319547810704,1.4891086841573569,0.6105965002159204,0.4510355184116186,342.4411163323817,54.71965779700958,36.759229393602425,433.9200035229937,0.7891802948748721,195.71333373816483,6.504306731316729,97.86208067427518,44.20497421360529,1,120.0,87.23752283634396,40.30317858714862
玄武岩,产地B,水洗工艺,20.10750227066697,57.34407366737589,2.6917668325743804,74.03869777992075,25.961302220079247,0.25599769326921196,1.0,16.9448215101258,5.803165458625034,0.9570615900772109,0.0,0.4549425458554817,375.42235518988883,59.69646838924241,40.07957185205821,475.19839543118945,0.7900328763720572,216.18796780390525,7.104489032869141,96.61499353100483,50.22849301591833,1,120.0,98.44588399232327,53.29072028543993
砂岩,产地A,水洗工艺,38.77608871859951,66.84450477636427,2.589804317551681,77.90169885411484,22.09830114588516,0.25,1.0,14.24856800404011,6.4985576498409445,1.2360794253857421,0.37605211855339404,0.46039293381376384,374.7000833651509,59.17316670513898,39.69612398678985,473.5693740570797,0.7912253280973106,218.02799348648665,7.054322859248187,95.81557494425942,46.55939517300625,1,120.0,90.98944175457933,43.51791798793992
玄武岩,产地D,水洗工艺,23.471946929230985,55.78801183387087,2.71126283409918,74.5828380688885,25.417161931111494,0.2730904385239037,1.0,13.395969587398394,9.266779240488972,0.3913114844688286,0.0,0.45481936250749655,307.50166916628496,48.90387466353107,32.83413513306974,389.23967896288576,0.7900059674944019,177.03374264852232,5.819836313291049,94.4719944302135,50.954681036525244,1,120.0,88.8541838388637,55.1375685273274
石灰岩,产地D,水洗工艺,28.65479488188108,69.76431377198068,2.6514680316714445,75.28713643557069,24.712863564429313,0.2510897741619961,1.0,13.302925263922718,7.759194484569477,0.680460126860088,0.03002829315923733,0.3616908647830287,330.9021856235836,58.78868687053825,39.955237832608894,429.6461103267307,0.7701738190343307,155.3990731947398,6.82410841942385,95.25447077505483,54.62318710594046,1,120.0,89.32985137526522,51.760265006109016
砂岩,产地C,破碎工艺,21.746700863158082,48.67850859283993,2.565046545738497,69.59592213418222,30.404077865817783,0.25335366130049053,0.9929320903327914,20.002178608467176,14.000179303314507,1.6037802216683876,0.6252445149372183,0.43782312391955164,387.54051194258034,62.95028846882852,42.36845995233914,492.859260363748,0.786310703904724,215.78518102513578,7.452903766841727,98.54781725071439,29.005709489670213,0,96.68569829890072,76.643256617108,23.30090832135641
花岗岩,产地B,水洗工艺,14.548485505734217,49.010837452718064,2.8039646909991176,61.289587711470176,38.710412288529824,0.37757561209066626,1.0,12.745200231172166,8.498266553132224,0.2,0.0,0.47119588809574975,325.20888815842744,50.654803865118545,33.92599179685857,409.78968382040455,0.7935994999350796,193.09121400023201,6.059986694495568,95.65930449339818,57.590461866680045,1,120.0,95.39226632495159,57.52412251198396
花岗岩,产地B,破碎工艺,24.148708766020473,66.87426755126504,2.7344931696581307,67.72389709558647,32.276102904413534,0.35226774374191056,1.0,12.259649913019796,8.053208974983638,1.9588708015017433,0.7073065784073364,0.45778309828314334,398.77497796311536,63.183255504829404,42.40275440408312,504.36098787202786,0.790653891859489,230.8879356812038,7.526159906692505,92.43537130284416,44.81910798727198,1,120.0,86.37290364818703,43.92187853264905
花岗岩,产地C,干法工艺,23.671977198569476,59.114557854169874,2.6242653200463133,68.7061779406381,31.2938220593619,0.311917074957479,1.0,16.716680922917327,10.35857510856865,1.543181808437317,0.6717238393538094,0.5263000207516111,415.2486220424881,60.103083831014146,39.88670509772951,515.2384109712317,0.8059349093553382,271.16998638618634,7.335449150077155,87.85996617288504,24.378024580897925,0,81.26008193632643,76.69277281521035,24.80009155945918
花岗岩,产地B,干法工艺,23.000608806658143,55.46108583846872,2.74880494638337,67.51473756582159,32.48526243417841,0.3698153357922698,1.0,14.220449217048792,10.806581852232332,1.0242888003903594,0.31886463558251066,0.49960692715995636,407.18359209902354,61.10954937704663,40.742367131547184,509.0355086076173,0.7999119613733964,254.3176662707572,7.383015755140965,95.77260965654419,48.64585319935912,1,120.0,94.11169795573986,49.6932968440504
石灰岩,产地A,破碎工艺,24.426795822468037,68.9005773247546,2.703161607325655,70.27347432687313,29.726525673126872,0.3509182086115347,1.0,15.852089464468946,13.049818228018566,2.4120462420664106,0.7149214909698678,0.38036723719574916,448.99023015847285,78.09132286496583,52.95611427174347,580.0376672951821,0.7740708155251251,220.62732497853557,9.104461262470695,92.70219936706289,45.4921576510052,1,120.0,84.56883933037581,41.68889261167567
花岗岩,产地B,破碎工艺,26.32134135822818,53.92738585913916,2.7562080020051773,72.20709879946475,27.792901200535255,0.2810841094024167,0.9117058142435659,20.107361691629755,11.69515195712749,2.180934197904336,0.9356266451011559,0.4366698313556484,345.4633858854444,56.195158780531436,37.82807676183052,439.4866214278063,0.7860612110628106,191.91054886194388,6.6508836292227835,95.09757893407892,33.964782550623,1,113.21594183540999,74.09154677480595,32.268047892857325
玄武岩,产地D,水洗工艺,24.24941524373097,57.9979874569963,2.642069836817026,74.26507594121749,25.73492405878251,0.3074139966892149,1.0,18.31851404961632,8.724696805733222,1.0278397249925013,0.21102833919821812,0.42509306772422495,358.86005369845316,59.20522920254218,39.91817123067597,457.9834541316713,0.783565542512547,194.685591483769,6.9838214407298995,93.55060314377819,44.04268067273055,1,120.0,89.77945229567295,44.25878056782488
石灰岩,产地B,破碎工艺,18.67996916026318,73.99227950071159,2.579217551206059,68.60940067816833,31.390599321831672,0.32439558661535495,1.0,16.28885615084513,9.998590156618606,1.755887617274932,0.818990182713826,0.4496521210698253,366.033152388132,58.590771426393374,39.36766416494338,463.99158797946876,0.7888788544251123,208.63480169352457,6.961487948664395,93.67909751443061,34.80258814237359,1,116.00862714124528,82.84496333032266,28.03589516659212
花岗岩,产地A,干法工艺,27.430923957809696,75.3914234581065,2.774295559781605,60.48120297177704,39.51879702822296,0.39593459959404914,1.0,10.031774249565924,5.953758032392827,0.8621263955237414,0.3950009097150128,0.44976148801290405,346.98010375046306,55.53336838287975,37.312774990279024,439.82624712362184,0.7889026769540142,197.81690737345141,6.598442745176111,93.91157999832657,51.86895175195877,1,120.0,87.33062082600922,51.219154681598575
